simp.id	name
Solyc08g005050	SlMYC1
Solyc08g076930	SlMYC2
Solyc08g008600	SlMYC2-like-1
Solyc10g009270	SlMYC2-like-2
Solyc10g009290	SlMYC3-like
Solyc01g096050	SlMYC4
Solyc01g096370	SlMYC5
Solyc05g005300	SlMYC6
Solyc05g050560	SlMYC7
Solyc06g083980	SlMYC8
Solyc08g062780	SlMYC9
Solyc08g081140	SlMYC10
Solyc08g083170	SlMYC11
Solyc09g065100	SlMYC12
