simp.id	name
Solyc12g019460	SlMAPK1
Solyc08g014420	SlMAPK2
Solyc06g005170	SlMAPK3
Solyc11g072630	SlMAPK4
Solyc01g094960	SlMAPK5
Solyc05g049970	SlMAPK6
Solyc08g081490	SlMAPK7
Solyc02g084870	SlMAPK8
Solyc04g080730	SlMAPK9
Solyc10g007500	SlMAPK10
Solyc07g062080	SlMAPK11
Solyc07g056350	SlMAPK12
Solyc01g080240	SlMAPK13
Solyc04g007710	SlMAPK14
Solyc05g008020	SlMAPK15
Solyc12g040680	SlMAPK16
