simp.id	name
Solyc01g095770	_SlCNGC1
Solyc05g050380	SlCNGC2
Solyc05g050350	SlCNGC3
Solyc05g050360	SlCNGC4
Solyc06g051920	SlCNGC5
Solyc03g007260	SlCNGC6
Solyc03g007250	SlCNGC6
Solyc07g005590	SlCNGC7
Solyc12g010010	SlCNGC8
Solyc03g116850	SlCNGC9
Solyc11g069580	SlCNGC10
Solyc09g007840	SlCNGC11
Solyc07g006510	SlCNGC12
Solyc08g069140	SlCNGC13
Solyc03g114110	SlCNGC14
Solyc03g098210	SlCNGC15
Solyc02g088560	SlCNGC16
Solyc10g006800	SlCNGC17
Solyc12g005400	SlCNGC18
